▁you ▁are ▁my ▁friend .	▁k am u ▁te m ank u .
▁english ▁is ▁a ▁global ▁language .	▁ba ha s a ▁in gg r is ▁ad al a h ▁ba ha s a ▁global .
▁that ▁girl ▁over ▁there ▁is ▁my ▁sister .	▁an ak ▁pe re mp uan ▁it u ▁ad al a h ▁sa ud ar ak u .
▁what ' re ▁they ▁doing ?	▁ap a ▁y ang ▁mere ka ▁la k uk an ?
▁tom ▁doesn ' t ▁like ▁speaking ▁in ▁public .	▁tom ▁tid ak ▁su ka ▁b er b ic ar a ▁di ▁dep an ▁ um um .
▁if ▁you ▁eat ▁that ▁much , ▁you ' ll ▁have ▁a ▁stomachache .	▁k al a u ▁k am u ▁m ak an ▁se b any ak ▁it u , ▁k am u ▁a k an ▁sa k it ▁per ut .
▁nobody ▁wants ▁that ▁to ▁happen .	▁tid ak ▁ad a ▁y ang ▁in g in ▁it u ▁ter j ad i .
▁a ▁customs ▁official ▁asked ▁me ▁to ▁open ▁my ▁suitcase .	▁p et ug as ▁bea ▁dan ▁cu k ai ▁me min ta ▁say a ▁unt uk ▁me mb uk a ▁k op er ▁say a .
▁tom ▁didn ' t ▁find ▁what ▁he ▁was ▁looking ▁for .	▁tom ▁tid ak ▁men em uk an ▁ap a ▁y ang ▁s ed ang ▁i a ▁car i .
▁you ▁don ' t ▁have ▁to ▁answer ▁this ▁question .	▁k am u ▁tid ak ▁per l u ▁men j aw ab ▁per t any a an ▁in i .
▁it ▁is ▁raining .	▁s ed ang ▁t ur un ▁h u j an .
▁flour ▁is ▁made ▁into ▁bread .	▁te p un gn ya ▁di bu at ▁men j ad i ▁r oti .
▁mercury ▁is ▁the ▁smallest ▁planet ▁in ▁our ▁solar ▁system .	▁m erk u ri us ▁ad al a h ▁planet ▁ter ke cil ▁d al am ▁t ata ▁sur ya ▁kit a .
▁that ' s ▁it , ▁isn ' t ▁it ?	▁y ang ▁it u , ▁k an ?
▁he ' s ▁a ▁dj .	▁di a ▁ad al a h ▁se or ang ▁dj .
▁it ' s ▁a ▁secret .	▁it u ▁ra ha s ia .
▁stop !	▁b er hent i !
▁i ' ve ▁had ▁enough .	▁a k u ▁su da h ▁m u ak .
▁gold ▁is ▁expensive .	▁em as ▁it u ▁ma ha l .
▁tom ▁needs ▁to ▁lower ▁his ▁expectations .	▁tom ▁per l u ▁men ur unk an ▁e ks pe k t as in ya .
▁give ▁me ▁a ▁reason .	▁b er i ▁a k u ▁al as an .
▁he ▁whispered ▁something ▁to ▁her .	▁i a ▁me mb is ik k an ▁s es u at u ▁p ad any a .
▁i ▁stopped ▁sending ▁christmas ▁cards ▁a ▁few ▁years ▁ago .	▁a k u ▁b er hent i ▁men g ir im k an ▁k art u ▁nat al ▁be ber ap a ▁ta h un ▁y ang ▁l al u .
▁he ▁had ▁no ▁money .	▁di a ▁tid ak ▁pun ya ▁ u ang .
▁since ▁it ▁was ▁raining , ▁i ▁stayed ▁home .	▁k a ren a ▁s ed ang ▁t ur un ▁h u j an , ▁a k u ▁tid ak ▁ke l u ar ▁d ar i ▁r um a h .
▁i ' m ▁writing ▁a ▁letter ▁to ▁tom .	▁a k u ▁men ul is ▁sur at ▁unt uk ▁tom .
▁birds ▁fly ▁in ▁the ▁sky .	▁bur ung - b ur ung ▁ter b ang ▁di ▁l ang it .
▁we ▁value ▁your ▁privacy .	▁k ami ▁men g har g ai ▁priv as i ▁and a .
▁i ▁have ▁to ▁know ▁for ▁sure .	▁a k u ▁har us ▁ta h u ▁den gan ▁past i .
▁i ▁want ▁the ▁other ▁one .	▁say a ▁in g in ▁y ang ▁sat un ya .
▁tom ▁hid ▁himself ▁under ▁the ▁table .	▁tom ▁men y em b un y ik an ▁d ir in ya ▁di ▁b awa h ▁me j a .
▁i ▁won ' t ▁be ▁able ▁to ▁visit ▁you ▁anymore .	▁a k u ▁tid ak ▁b isa ▁l ag i ▁men g un j ung im u .
▁that ▁should ▁be ▁enough .	▁it u ▁cu k up .
▁tom ' s ▁thirsty .	▁tom ▁ke ha us an .
▁what ▁goes ▁on ▁in ▁this ▁room ?	▁ap a ▁y ang ▁s ed ang ▁ter j ad i ▁di ▁r u ang an ▁in i ?
▁can ▁i ▁count ▁on ▁tom ?	▁b is aka h ▁a k u ▁men g and al k an ▁tom ?
▁tom ▁looks ▁as ▁if ▁he ▁lost ▁his ▁best ▁friend .	▁tom ▁n amp ak ▁se p ert i ▁te l a h ▁ke h il ang an ▁te man ▁ba i kn ya .
▁do ▁you ▁like ▁surprises ?	▁ap aka h ▁k am u ▁men y uk ai ▁ke j utan ?
▁he ▁must ▁have ▁been ▁sleeping ▁because ▁he ▁didn ' t ▁answer ▁the ▁telephone .	▁di a ▁tid ak ▁men g ang k at ▁tele p on n ya , ▁past i ▁di a ▁s ed ang ▁tid ur .
▁please ▁sign ▁here .	▁to l ong ▁t and a ▁t ang an ▁di ▁s in i .
▁no ▁one ▁trusts ▁you .	▁tid ak ▁ad a ▁y ang ▁me m erc ay a im u .
▁i ▁found ▁a ▁dollar ▁on ▁the ▁road .	▁say a ▁men em uk an ▁sat u ▁do lar ▁di ▁j al an .
▁no ▁one ▁knows ▁her ▁name .	▁tid ak ▁ad a ▁y ang ▁men get a h u i ▁n am any a .
▁do ▁you ▁like ▁writing ?	▁ap aka h ▁k am u ▁su ka ▁men ul is ?
▁the ▁sudden ▁increase ▁of ▁cars ▁is ▁causing ▁a ▁large ▁number ▁of ▁traffic ▁accidents ▁every ▁day .	▁pen ing k at an ▁k endar a an ▁b erm ot or ▁y ang ▁m end ad ak ▁men g ak ib at k an ▁men am ba hn ya ▁j um l a h ▁ke cel aka an .
▁whose ▁is ▁that ▁notebook ?	▁bu k u ▁cat at an ▁it u ▁pun ya ▁si ap a ?
▁her ▁hands ▁were ▁as ▁cold ▁as ▁ice .	▁t ang an n ya ▁s eding in ▁es .
▁yoga ▁helps ▁her ▁to ▁be ▁calm .	▁yoga ▁me mb ant un ya ▁men j ad i ▁ten ang .
▁it ' s ▁really ▁happening .	▁it u ▁ben ar - b en ar ▁ter j ad i .
▁what ▁would ▁happen ▁if ▁the ▁mediterr anean ▁sea ▁dried ▁out ?	▁ap a ▁y ang ▁a k an ▁ter j ad i ▁k al a u ▁la ut ▁ten g a h ▁men ger ing ?
▁the ▁men ▁were ▁speaking ▁a ▁foreign ▁language .	▁pri a - p ri a ▁ter se b ut ▁b er b ic ar a ▁ba ha s a ▁as ing .
▁we ' re ▁tom ' s ▁parents .	▁k ami ▁orang ▁t u a ▁tom .
▁tom ▁now ▁lives ▁with ▁his ▁dad .	▁tom ▁se k ar ang ▁t ing g al ▁den gan ▁a ya hn ya .
▁tom ▁has ▁offered ▁to ▁walk ▁mary ▁home .	▁tom ▁men aw ark an ▁mary ▁unt uk ▁men g ant ark an n ya ▁p ul ang .
▁there ▁was ▁a ▁tall ▁tree ▁in ▁front ▁of ▁my ▁house .	▁ad a ▁po h on ▁t ing g i ▁di ▁dep an ▁r um a h k u .
▁tom ▁ate ▁a ▁donut ▁and ▁drank ▁a ▁cup ▁of ▁coffee .	▁tom ▁m ak an ▁don at ▁dan ▁min um ▁sec ang k ir ▁k op i .
▁birds ▁have ▁sharp ▁eyes .	▁bur ung ▁me m ili k i ▁mat a ▁y ang ▁ta jam .
▁i ▁can ▁see ▁tom .	▁a k u ▁b isa ▁me l i hat ▁tom .
▁i ▁felt ▁dumb .	▁a k u ▁m er asa ▁bod o h .
▁she ' s ▁still ▁under ▁age .	▁di a ▁m as i h ▁di ▁b awa h ▁ um ur .
▁i ▁wish ▁you ▁wouldn ' t ▁smoke ▁so ▁much .	▁say a ▁har ap ▁k am u ▁tid ak ▁a k an ▁m ero kok ▁ter l al u ▁ban y ak .
▁my ▁daughter ▁likes ▁egg ▁yolks .	▁an ak ▁pe re mp u ank u ▁su ka ▁k un ing ▁te l ur .
▁this ▁isn ' t ▁mine .	▁in i ▁bu k an ▁mil ik k u .
▁i ' ve ▁got ▁a ▁toothache .	▁say a ▁sa k it ▁g ig i .
▁tom ▁is ▁the ▁one ▁who ▁woke ▁me ▁up .	▁tom l a h ▁y ang ▁me mb ang unk ank u .
▁it ▁wasn ' t ▁their ▁idea .	▁it u ▁bu k an ▁id e ▁mere ka .
▁this ▁is ▁true ▁love .	▁in il a h ▁c in ta ▁se j at i .
▁i ▁couldn ' t ▁possibly ▁do ▁that .	▁a k u ▁tid ak ▁b isa ▁me l ak uk an n ya .
▁why ▁don ' t ▁we ▁forget ▁that ?	▁men g ap a ▁tid ak ▁kit a ▁l up ak an ▁ha l ▁ter se b ut ?
▁the ▁beginning ▁of ▁the ▁story ▁was ▁interesting .	▁perm ul a an ▁c er it any a ▁men ar ik .
▁would ▁you ▁like ▁anything ▁to ▁eat ?	▁ap a ▁k a u ▁ma u ▁m ak an ?
▁tom ▁pleaded ▁with ▁mary ▁not ▁to ▁leave .	▁tom ▁me mo h on ▁ke p ad a ▁mary ▁unt uk ▁tid ak ▁per g i .
▁this ▁is ▁really ▁cool .	▁in i ▁sang at ▁ke ren .
▁he ▁lives ▁in ▁osaka .	▁di a ▁t ing g al ▁di ▁osaka .
▁it ' s ▁enough .	▁su da h ▁cu k up .
▁tom ▁is ▁mad ▁about ▁you .	▁tom ▁mar a h ▁ke p ad am u .
▁tom ▁is ▁one ▁of ▁my ▁friends .	▁tom ▁ad al a h ▁sal a h ▁sat u ▁d ar i ▁te m ank u .
▁don ' t ▁disappoint ▁me .	▁j ang an ▁bu at ▁a k u ▁ke ce w a .
▁does ▁this ▁drink ▁have ▁alcohol ▁in ▁it ?	▁ap aka h ▁min um an ▁in i ▁men g and ung ▁al ko h ol ?
▁a ▁majority ▁of ▁japanese ▁workers ▁plan ▁to ▁take ▁more ▁than ▁three ▁consecutive ▁days ▁of ▁summer ▁vacation .	▁may or it as ▁pe ker j a ▁j ep ang ▁be ren can a ▁unt uk ▁men g am b il ▁li b ur ▁mus im ▁pan as ▁le bi h ▁d ar i ▁tig a ▁ha ri ▁b ert ur ut - t ur ut .
▁i ' m ▁sorry ▁i ▁let ▁you ▁down .	▁a k u ▁min ta ▁ma af ▁su da h ▁men ge ce w ak an m u .
▁the ▁taxi ▁is ▁waiting ▁outside .	▁ta ks i ▁it u ▁men un gg u ▁di ▁l u ar .
▁it ▁doesn ' t ▁take ▁very ▁long .	▁tid ak ▁me mer l uk an ▁wa k tu ▁l ama .
▁i ▁have ▁to ▁get ▁home .	▁a k u ▁har us ▁p ul ang .
▁the ▁bowl ▁is ▁white .	▁man g k uk n ya ▁put i h .
▁all ▁right . ▁i ' ll ▁accept ▁your ▁offer .	▁baik , ▁a k u ▁a k an ▁ter ima ▁ta w ar an m u .
▁tom ▁says ▁this ▁is ▁normal .	▁tom ▁b erk ata ▁in i ▁normal .
▁your ▁room ▁is ▁cleaner ▁than ▁mine ▁is .	▁k am arm u ▁le bi h ▁b ers i h ▁d ar ip ad a ▁k am ark u .
▁i ▁don ' t ▁like ▁the ▁way ▁tom ▁cooks .	▁say a ▁tid ak ▁men y uk ai ▁car a ▁tom ▁me mas ak .
▁where ▁were ▁you ▁last ▁night ?	▁se m al am ▁k am u ▁ke ▁man a ?
▁i ▁just ▁want ▁to ▁know ▁what ▁actually ▁happened .	▁a k u ▁han ya ▁in g in ▁men get a h u i ▁ap a ▁y ang ▁se b en arn ya ▁ter j ad i .
▁let ' s ▁not ▁have ▁any ▁more ▁foolishness .	▁mar i ▁kit a ▁tid ak ▁men am ba h - n am ba h ▁l ag i ▁ke bo d o han .
▁please ▁have ▁a ▁seat ▁here .	▁sil ak an ▁d u du k ▁di ▁s in i .
▁it ' s ▁time ▁to ▁get ▁up .	▁su da h ▁wa k t un ya ▁bang un .
▁it ' s ▁a ▁confidential ▁matter .	▁in i ▁per i ha l ▁y ang ▁ra ha s ia .
▁i ▁don ' t ▁think ▁i ' ll ▁be ▁able ▁to ▁pass ▁the ▁test .	▁se p ert in ya ▁say a ▁tid ak ▁a k an ▁b isa ▁l ul us ▁t es .
▁tom ▁will ▁be ▁here ▁in ▁five ▁minutes .	▁tom ▁a k an ▁s amp ai ▁di ▁s in i ▁d al am ▁lim a ▁men it .
▁you ▁should ▁see ▁a ▁doctor .	▁k am u ▁har us ▁per g i ▁ke ▁do k ter .
▁can ▁you ▁get ▁a ▁day ▁off ?	▁b is aka h ▁a k u ▁m end ap at k an ▁ha ri ▁li b ur ?
▁everyone ▁was ▁dressed ▁like ▁a ▁clown .	▁se m u a ▁orang ▁b er d and an ▁se p ert i ▁bad ut .
▁what ▁do ▁you ▁think ▁is ▁the ▁most ▁dangerous ▁animal ?	▁men ur ut m u , ▁b in at ang ▁ap aka h ▁y ang ▁p al ing ▁b er ba ha ya ?
▁we ▁had ▁a ▁very ▁vigorous ▁debate .	▁k ami ▁te l a h ▁me l ak uk an ▁de b at ▁y ang ▁sang at ▁hang at .
▁i ▁prefer ▁rice ▁to ▁bread .	▁a k u ▁le bi h ▁su ka ▁n as i ▁d ar ip ad a ▁r oti .
▁she ▁is ▁always ▁smoking .	▁di a ▁se l al u ▁m ero kok .
▁tom ▁pointed ▁to ▁a ▁spot ▁on ▁the ▁map .	▁tom ▁men un j uk ▁su at u ▁temp at ▁di ▁p et a .
▁let ' s ▁make ▁this ▁simple .	▁mar i ▁kit a ▁men yed er han ak an n ya .
▁this ▁is ▁my ▁son .	▁in i ▁an ak ▁l el ak ik u
▁don ' t ▁stay ▁here .	▁j ang an ▁men et ap ▁di ▁s in i .
▁we ▁were ▁next - door ▁neighbors .	▁k ami ▁d ul u ▁sal ing ▁b ert et ang g a .
▁i ▁ate ▁a ▁donut .	▁a k u ▁m ak an ▁don at .
▁that ' s ▁tea .	▁it u ▁te h .
▁i ▁wonder ▁how ▁many ▁people ▁commit ▁suicide ▁every ▁year .	▁say a ▁in g in ▁ta h u ▁b er ap a ▁ban y ak ▁orang ▁y ang ▁b un u h ▁di ri ▁set i ap ▁ta h un .
▁tom ▁really ▁likes ▁antiques .	▁tom ▁sun gg u h ▁men y uk ai ▁bar ang ▁ant ik .
▁i ' m ▁sure ▁i ' ll ▁find ▁a ▁good ▁gift ▁for ▁tom .	▁a k u ▁y ak in ▁a k an ▁men em uk an ▁had ia h ▁y ang ▁bag us ▁unt uk ▁tom .
▁this ▁desk ▁is ▁designed ▁for ▁children .	▁me j a ▁in i ▁di per unt uk k an ▁bag i ▁an ak - an ak .
▁i ' m ▁sure ▁i ▁won ' t ▁be ▁disappointed .	▁say a ▁y ak in ▁tid ak ▁a k an ▁ke ce w a .
▁is ▁it ▁true ▁that ▁men ▁have ▁oilier ▁skin ▁than ▁women ?	▁ben ark a h ▁ba h w a ▁k ul it ▁pri a ▁le bi h ▁b er min y ak ▁d ar ip ad a ▁k ul it ▁w an ita ?
▁tom ▁enjoys ▁listening ▁to ▁heavy ▁metal .	▁tom ▁su ka ▁m end eng ark an ▁mus ik ▁heavy ▁metal .
▁tom ▁showed ▁up ▁at ▁john ▁and ▁mary ' s ▁wedding .	▁tom ▁had ir ▁p ad a ▁per n ik a han ▁john ▁dan ▁mary .
▁i ' m ▁sure ▁your ▁intentions ▁were ▁good .	▁a k u ▁y ak in ▁ma ks ud m u ▁baik .
▁we ' ve ▁got ▁major ▁problems .	▁kit a ▁m end ap at ▁m as al a h ▁y ang ▁bes ar .
▁i ▁teach ▁french .	▁say a ▁men g a j ar ▁ba ha s a ▁pr anc is .
▁forget ▁him .	▁l up ak an ▁di a .
▁even ▁children ▁can ▁understand ▁it .	▁an ak ▁ke cil ▁pun ▁b isa ▁me m a ha min ya .
▁i ▁am ▁a ▁college ▁student .	▁a k u ▁ad al a h ▁ma ha sis w a .
▁follow ▁them .	▁i k ut i ▁mere ka .
▁i ' m ▁not ▁guilty .	▁a k u ▁tid ak ▁b ers al a h .
▁florence ▁is ▁the ▁most ▁beautiful ▁city ▁in ▁italy .	▁florence ▁ad al a h ▁k ot a ▁ter ind a h ▁di ▁it alia .
▁tom ▁suspected ▁mary ▁was ▁the ▁one ▁who ▁had ▁done ▁that .	▁tom ▁men c u rig ai ▁mary ▁ad al a h ▁p el ak u ▁ter se b ut .
▁they ' re ▁similar .	▁mere ka ▁mi rip .
▁he ▁is ▁the ▁image ▁of ▁his ▁father .	▁di a ▁ad al a h ▁gam bar an ▁d ar i ▁a ya hn ya .
▁what ▁did ▁you ▁do ▁on ▁october ▁20 th ?	▁ap a ▁y ang ▁and a ▁la k uk an ▁p ad a ▁t ang g al ▁20 ▁ok t ober ?
▁we ▁must ▁cut ▁spending .	▁kit a ▁har us ▁me m ot ong ▁pen ge l u ar an .
▁tom ▁sleeps ▁in ▁his ▁car .	▁tom ▁tid ur ▁di ▁d al am ▁mo b il n ya .
▁all ▁you ▁have ▁to ▁do ▁is ▁sign ▁your ▁name ▁here .	▁y ang ▁per l u ▁and a ▁la k uk an ▁han y al a h ▁men and at ang an i ▁n ama ▁and a ▁di ▁s in i .
▁what ▁could ▁i ▁say ?	▁ap a ▁y ang ▁d ap at ▁say a ▁k at ak an ?
▁tom ▁didn ' t ▁tell ▁mary .	▁tom ▁tid ak ▁member i ▁ta h u ▁mary .
▁i ▁don ' t ▁care ▁what ▁happens .	▁a k u ▁tid ak ▁p ed ul i ▁a k an ▁ap a ▁y ang ▁a k an ▁ter j ad i .
▁i ▁like ▁this ▁city .	▁a k u ▁su ka ▁k ot a ▁in i .
▁you ▁have ▁a ▁french ▁test ▁tomorrow , ▁so ▁you ▁need ▁to ▁study ▁tonight .	▁k am u ▁ad a ▁ u j ian ▁ba ha s a ▁per anc is ▁bes o k , ▁j ad i ▁k am u ▁har us ▁bel a j ar ▁mal am ▁in i .
▁i ' m ▁here ▁as ▁a ▁tourist .	▁a k u ▁di ▁s in i ▁se bag ai ▁se or ang ▁t ur is .
▁i ' m ▁very ▁disappointed .	▁say a ▁sang at ▁ke ce w a .
▁has ▁tom ▁gone ?	▁su da h ka h ▁tom ▁per g i ?
▁i ▁haven ' t ▁seen ▁tom ▁since ▁breakfast .	▁say a ▁bel um ▁me l i hat ▁tom ▁se j ak ▁s ar apan .
▁we ▁found ▁something .	▁k ami ▁men em uk an ▁s es u at u .
▁it ▁isn ' t ▁hard ▁to ▁do .	▁in i ▁tid ak ▁su l it ▁unt uk ▁d il ak uk an .
▁tom ▁is ▁a ▁politician .	▁tom ▁ad al a h ▁se or ang ▁pol it ik us .
▁where ▁is ▁the ▁train ▁station ?	▁ad a ▁di ▁man a ▁st as i un ▁ke ret a ▁ap in ya ?
▁tom ▁appreciated ▁mary ' s ▁hard ▁work .	▁tom ▁men g har g ai ▁k er j a ▁k eras ▁mary .
▁mother - in - law ▁jokes ▁are ▁funny ▁because ▁they ' re ▁true .	▁l el uc on ▁tent ang ▁i bu ▁t i ri ▁it u ▁l uc u ▁k a ren a ▁s es u ai ▁den gan ▁ken y ata an .
▁how ▁was ▁your ▁day ?	▁bag a im an a ▁har im u ?
▁you ▁look ▁quite ▁sick .	▁n go ko : ▁aw ak m u ▁k et oke ▁rad ha ▁lar a . ▁k r ama : ▁pan j en en gan ▁k et ing al ▁g era h .
▁what ▁happens ▁if ▁tom ▁doesn ' t ▁pass ?	▁ap a ▁y ang ▁ter j ad i ▁j ik a ▁tom ▁tid ak ▁l ul us ?
▁my ▁right ▁hand ▁is ▁numb .	▁t ang an ▁k an ank u ▁mat i ▁r asa .
▁listen .	▁den gar .
▁i ▁don ' t ▁know ▁what ▁to ▁say .	▁say a ▁tid ak ▁ta h u ▁har us ▁b er b ic ar a ▁ap a .
▁they ' ll ▁be ▁safe ▁here .	▁mere ka ▁a k an ▁am an ▁di ▁s in i .
▁can ▁we ▁come ▁with ▁you ?	▁bo le h ka h ▁k ami ▁d at ang ▁den gan m u ?
▁that ' s ▁why ▁he ▁did ▁not ▁go ▁overseas ▁to ▁study .	▁k a ren a ▁it ul a h ▁di a ▁tid ak ▁per g i ▁bel a j ar ▁ke ▁l u ar ▁ne ger i .
▁i ▁don ' t ▁know ▁where ▁my ▁keys ▁are .	▁a k u ▁tid ak ▁ta h u ▁di ▁man a ▁k unci k u .
▁do ▁you ▁know ▁the ▁town ▁where ▁he ▁lives ?	▁ta h uk a h ▁k am u ▁k ot a ▁temp at ▁di a ▁t ing g al ?
▁mt . ▁fuji ▁is ▁the ▁highest ▁mountain ▁in ▁japan .	▁gun ung ▁fuji ▁ad al a h ▁gun ung ▁ter ting g i ▁di ▁j ep ang .
▁tom ▁was ▁surprised ▁that ▁mary ▁had ▁a ▁motorcycle .	▁tom ▁ter ke j ut ▁men get a h u i ▁mary ▁me m ili k i ▁se p ed a ▁mot or .
▁the ▁old ▁man ▁is ▁angry ▁and ▁bitter .	▁orang ▁t u a ▁it u ▁mar a h ▁dan ▁m er asa ▁sa k it ▁hat i .
▁tom ▁doesn ' t ▁eat ▁fruit .	▁tom ▁tid ak ▁m ak an ▁bu a h .
▁oh ▁no !	▁oh , ▁tid ak !
▁i ▁got ▁my ▁driver ' s ▁license ▁on ▁the ▁second ▁time ▁i ▁tried ▁to ▁pass ▁the ▁driver ' s ▁test .	▁a k u ▁m end ap at k an ▁sim - k u ▁p ad a ▁k al i ▁k ed u a ▁a k u ▁men j al an i ▁t es ▁men ge m ud i .
▁i ▁thought ▁you ' d ▁be ▁pleased .	▁a k u ▁p ik ir ▁k am u ▁a k an ▁sen ang .
▁why ▁don ' t ▁you ▁play ▁the ▁banjo ▁anymore ?	▁ken ap a ▁k am u ▁su da h ▁tid ak ▁b erm ain ▁banjo ▁l ag i ?
▁it ' s ▁tom ' s ▁birthday ▁today .	▁ha ri ▁in i ▁ ul ang ▁ta h un ▁tom .
▁is ▁that ▁wrong ?	▁ap a ▁it u ▁sal a h ?
▁the ▁station ▁is ▁100 ▁meters ▁away .	▁st as i un n ya ▁ter let ak ▁100 ▁meter ▁d ar i ▁s in i .
▁do ▁we ▁have ▁to ▁go ▁to ▁australia ?	▁ap aka h ▁kit a ▁har us ▁per g i ▁ke ▁australia ?
▁tom ▁wondered ▁if ▁mary ▁could ▁understand ▁french .	▁tom ▁in g in ▁ta h u ▁ap aka h ▁mary ▁b isa ▁me m a ha m i ▁ba ha s a ▁pr anc is .
▁i ▁will ▁be ▁back ▁soon .	▁a k u ▁a k an ▁se ger a ▁ke mb al i .
▁i ▁want ▁to ▁be ▁a ▁good ▁father .	▁a k u ▁in g in ▁men j ad i ▁a ya h ▁y ang ▁baik .
▁we ▁know ▁tom ▁will ▁do ▁whatever ▁we ▁tell ▁him ▁to ▁do .	▁k ami ▁ta h u ▁tom ▁a k an ▁me l ak uk an ▁ap a ▁sa j a ▁y ang ▁k ami ▁per in ta h k an .
▁what ' s ▁it ▁we ' re ▁waiting ▁for ▁here ?	▁unt uk ▁ap a ▁kit a ▁men un gg u ▁di ▁s in i ?
▁there ' s ▁somebody ▁in ▁the ▁hall .	▁ad a ▁s ese or ang ▁di ▁a ul a .
▁is ▁this ▁lake ▁deep ?	▁ap aka h ▁dan a u ▁in i ▁d al am ?
▁why ▁do ▁you ▁like ▁me ?	▁ken ap a ▁si h ▁k am u ▁su ka ▁s ama ▁a k u ?
▁if ▁you ▁don ' t ▁want ▁to ▁do ▁something , ▁don ' t ▁do ▁it .	▁j ik a ▁k am u ▁tid ak ▁in g in ▁me l ak uk an ▁s es u at u , ▁j ang an ▁la k uk an .
▁my ▁watch ▁keeps ▁very ▁good ▁time .	▁jam k u ▁sang at ▁a k ur at .
▁tom ▁still ▁has ▁some ▁time .	▁tom ▁m as i h ▁ad a ▁wa k tu .
▁our ▁plane ▁took ▁off ▁exactly ▁at ▁6 ▁p . m .	▁pes aw at ▁k ami ▁l ep as ▁land as ▁te p at ▁jam ▁6 ▁mal am .
▁i ▁love ▁lasagna .	▁a k u ▁su ka ▁lasagna .
▁do ▁you ▁understand ▁me , ▁tom ?	▁ap aka h ▁k am u ▁me m a ha m i ▁ma ks ud k u , ▁tom ?
▁tom ▁approached .	▁tom ▁m end ek at .
▁are ▁you ▁going ▁to ▁school ▁by ▁bus ?	▁ap a ▁k a u ▁per g i ▁ke ▁se k ol a h ▁den gan ▁bus ?
▁you ▁speak ▁fluent ▁english .	▁k al ian ▁b er b ic ar a ▁ba ha s a ▁in gg r is ▁den gan ▁l anc ar .
▁i ▁know ▁this ▁isn ' t ▁easy .	▁a k u ▁ta h u ▁ba h w a ▁in i ▁tid ak ▁m ud a h .
▁feed ▁prices ▁keep ▁going ▁up .	▁har g a ▁pa k an ▁ter us ▁mening k at .
▁everyone ▁liked ▁her ▁because ▁she ▁was ▁very ▁kind .	▁se m u a ▁orang ▁men y uk ain ya ▁k a ren a ▁di a ▁sang at ▁baik .
▁there ▁are ▁too ▁many ▁people ▁in ▁that ▁rowboat .	▁per a h u ▁day ung ▁it u ▁su da h ▁ter l al u ▁ban y ak ▁orang .
▁this ▁is ▁an ▁active ▁volcano .	▁in i ▁gun ung ▁b er ap i ▁a k t if .
▁where ▁are ▁they ?	▁mere ka ▁di ▁man a ?
▁my ▁father ▁helped ▁me ▁with ▁my ▁homework .	▁a ya h k u ▁me mb ant uk u ▁men ger j ak an ▁pr k u .
▁hey , ▁how ' s ▁it ▁going ▁down ▁there ?	▁he i , ▁g im an a ▁ke ad a an n ya ▁di ▁b awa h ?
▁is ▁there ▁a ▁milkman ?	▁ap aka h ▁ad a ▁t uk ang ▁sus u ?
▁tom ▁didn ' t ▁know ▁where ▁he ▁should ▁go .	▁tom ▁tid ak ▁ta h u ▁ta h u ▁ke ▁man a ▁i a ▁har us ▁per g i .
▁i ' m ▁not ▁illiterate .	▁a k u ▁tid ak ▁but a ▁hur uf .
▁they ▁need ▁help .	▁mere ka ▁per l u ▁b ant uan .
▁i ' d ▁bought ▁it ▁the ▁week ▁before .	▁a k u ▁me mb el in ya ▁se ming g u ▁y ang ▁l al u .
▁show ▁me ▁your ▁passport .	▁tun j uk k an ▁p asp or ▁and a .
▁i ▁don ' t ▁like ▁his ▁hat .	▁a k u ▁tid ak ▁su ka ▁top in ya .
▁if ▁you ' re ▁looking ▁for ▁tom , ▁he ' s ▁not ▁here .	▁j ik a ▁k am u ▁men c ar i ▁tom , ▁di a ▁tid ak ▁di ▁s in i .
▁do ▁what ▁your ▁mother ▁says .	▁la k uk an ▁ap a ▁y ang ▁i bu ▁k am u ▁k at ak an .
▁i ▁don ' t ▁need ▁it ▁anymore .	▁a k u ▁tid ak ▁but u h ▁it u ▁l ag i .
▁let ▁go ▁of ▁the ▁rope .	▁l ep ask an ▁tal in ya .
▁there ▁was ▁an ▁enormous ▁traffic ▁jam ▁in ▁downtown ▁kyoto .	▁ter d ap at ▁ban y ak ▁ke m ac et an ▁l al u ▁lin t as ▁di ▁j al an an ▁kyoto .
▁it ▁took ▁a ▁lot ▁of ▁time ▁and ▁money ▁to ▁build ▁the ▁machine .	▁ban y ak ▁wa k tu ▁dan ▁bi ay a ▁te l a h ▁di ha b is k an ▁unt uk ▁me mb u at ▁m es in ▁it u .
▁i ' m ▁famished .	▁a k u ▁sang at ▁l ap ar .
▁the ▁trouble ▁is ▁that ▁i ▁have ▁no ▁money ▁with ▁me .	▁m as al a hn ya ▁say a ▁tid ak ▁pun ya ▁ u ang .
▁tom ▁could ▁be ▁kissing ▁mary ▁right ▁now .	▁tom ▁b isa ▁sa j a ▁men ci um ▁mary ▁se k ar ang ▁j ug a
▁few ▁treasures ▁are ▁worth ▁as ▁much ▁as ▁a ▁friend .	▁se or ang ▁te man ▁s ama ▁b er har g any a ▁den gan ▁har ta .
▁in ▁which ▁direction ▁did ▁he ▁go ?	▁ke ▁ar a h ▁man a ▁di a ▁per g i ?
▁i ▁surren dered .	▁say a ▁men y era h .
▁my ▁eyes ▁hurt .	▁mat ak u ▁sa k it .
